employee_id;directorate_id;position_id;grade_id;company_id;area_id;tiki;pauli;faxtor;mbti;disc_word;rank;tv_name;tgv_name;years_of_service_months
EMP100506;1;1;1;2;3;8;93;89;INTJ;Dominant-Conscientious;14;Relator;Social Orientation & Collaboration;82
EMP100507;3;1;2;2;1;10;68;65;INFJ;Dominant-Steadiness;14;Discipline;Conscientiousness & Reliability;44
EMP100508;2;3;1;4;4;5;89;20;ENTJ;Dominant-Influencer;14;Significance;Motivation & Drive;41
EMP100509;3;1;2;2;4;1;81;55;ISFP;Steadiness-Conscientious;14;Developer;Leadership & Influence;47
EMP100510;3;4;2;2;1;6;35;66;INTP;Conscientious-Dominant;14;Deliberative;Conscientiousness & Reliability;46
EMP100511;2;5;3;2;1;8;59;93;;Steadiness-Dominant;14;Futuristic;Creativity & Innovation Orientation;29
EMP100512;3;2;3;3;4;6;31;72;ISFJ;Steadiness-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;52
EMP100513;1;6;3;1;1;9;26;33;ENTP;Dominant-Conscientious;14;Achiever;Motivation & Drive;59
EMP100514;2;4;3;2;4;9;43;85;;Influencer-Dominant;14;Context;Cognitive Complexity & Problem-Solving;64
EMP100515;1;3;1;1;3;8;74;81;INFJ;Conscientious-Steadiness;14;Deliberative;Conscientiousness & Reliability;65
EMP100516;1;1;1;2;2;5;83;34;ESTP;Dominant-Influencer;14;Communication;Social Orientation & Collaboration;37
EMP100517;2;6;3;4;3;3;56;48;ISTP;Influencer-Conscientious;14;Focus;Motivation & Drive;27
EMP100518;1;1;3;1;3;3;71;78;ENTJ;Steadiness-Influencer;14;Ideation;Creativity & Innovation Orientation;83
EMP100519;1;5;2;2;3;6;34;53;;Conscientious-Influencer;14;Significance;Motivation & Drive;56
EMP100520;3;1;2;3;1;5;95;44;ENFJ;Steadiness-Influencer;14;Responsibility;Conscientiousness & Reliability;74
EMP100521;3;2;3;2;3;7;60;62;ESFP;Steadiness-Influencer;14;Woo;;35
EMP100522;1;6;3;1;1;8;70;71;INFJ;Conscientious-Influencer;14;Significance;Motivation & Drive;63
EMP100523;3;4;3;3;1;2;86;23;INTP;Steadiness-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;33
EMP100524;2;2;3;2;2;2;73;84;;Conscientious-Influencer;14;Responsibility;Conscientiousness & Reliability;23
EMP100525;2;4;2;4;1;1;99;79;ESFJ;Dominant-Influencer;14;Discipline;Conscientiousness & Reliability;79
EMP100526;2;5;3;4;1;8;27;31;INTP;Dominant-Steadiness;14;Context;Cognitive Complexity & Problem-Solving;82
EMP100527;2;6;2;3;4;4;77;58;ISTP;Steadiness-Dominant;14;Includer;Social Orientation & Collaboration;50
EMP100528;3;5;1;3;4;1;29;20;INTJ;Steadiness-Conscientious;14;Individualization;Cognitive Complexity & Problem-Solving;18
EMP100529;2;4;1;2;4;3;52;33;ENTJ;Influencer-Dominant;14;Discipline;Conscientiousness & Reliability;46
EMP100530;2;2;3;2;2;4;81;64;INTJ;Influencer-Dominant;14;Context;Cognitive Complexity & Problem-Solving;56
EMP100531;2;1;3;4;4;5;31;87;ISTP;Steadiness-Dominant;14;Developer;Leadership & Influence;1
EMP100532;2;2;1;3;1;10;61;53;ISFJ;Conscientious-Influencer;14;Adaptability;Adaptability & Stress Tolerance;41
EMP100533;1;1;3;1;3;8;52;31;INFJ;Steadiness-Influencer;14;Deliberative;Conscientiousness & Reliability;19
EMP100534;3;4;2;4;1;4;54;79;ESFJ;Steadiness-Conscientious;14;Consistency;Conscientiousness & Reliability;20
EMP100535;3;6;2;2;3;9;34;81;ISFJ;Conscientious-Influencer;14;Communication;Social Orientation & Collaboration;57
EMP100536;3;5;2;4;4;9;23;60;ISFP;Steadiness-Conscientious;14;Futuristic;Creativity & Innovation Orientation;79
EMP100537;2;2;1;2;1;1;36;62;ISFP;Conscientious-Steadiness;14;Self-Assurance;Leadership & Influence;34
EMP100538;2;2;2;2;1;2;33;77;;Steadiness-Influencer;14;Learner;Cognitive Complexity & Problem-Solving;39
EMP100539;3;4;1;3;3;6;22;96;ESFJ;Conscientious-Influencer;14;Adaptability;Adaptability & Stress Tolerance;21
EMP100540;1;3;3;2;2;1;43;44;ENTP;Dominant-Steadiness;14;Arranger;Leadership & Influence;47
EMP100541;2;6;2;3;1;6;87;67;ENFJ;Dominant-Influencer;14;Self-Assurance;Leadership & Influence;30
EMP100542;3;2;3;3;1;7;97;76;ENTP;Dominant-Steadiness;14;Self-Assurance;Leadership & Influence;78
EMP100543;2;4;3;3;2;5;39;74;;Influencer-Steadiness;14;Empathy;Social Orientation & Collaboration;57
EMP100544;1;5;3;4;2;8;87;25;INTP;Dominant-Influencer;14;Includer;Social Orientation & Collaboration;50
EMP100545;2;4;1;1;2;10;71;77;ESTJ;Influencer-Conscientious;14;;;54
EMP100546;1;4;3;2;4;6;31;62;ESTP;Influencer-Dominant;14;Activator;Leadership & Influence;77
EMP100547;2;3;1;4;1;9;84;57;ISFJ;Conscientious-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;28
EMP100548;1;2;2;4;4;8;74;68;ESTP;Influencer-Steadiness;14;Positivity;Social Orientation & Collaboration;88
EMP100549;1;4;3;1;3;8;78;64;INTP;Influencer-Conscientious;14;Activator;Leadership & Influence;22
EMP100550;2;3;2;3;1;5;72;69;ENFJ;Influencer-Conscientious;14;;;68
EMP100551;3;1;3;3;4;1;38;35;INTJ;Steadiness-Dominant;14;Consistency;Conscientiousness & Reliability;33
EMP100552;1;3;3;4;3;1;88;23;ENTJ;Steadiness-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;69
EMP100553;1;2;2;3;2;3;24;94;ENTP;Conscientious-Influencer;14;Adaptability;Adaptability & Stress Tolerance;31
EMP100554;3;4;3;4;1;2;39;93;ENFJ;Steadiness-Conscientious;14;Intellection;Cognitive Complexity & Problem-Solving;83
EMP100555;1;6;1;4;4;5;89;68;ENFP;Influencer-Steadiness;14;Intellection;Cognitive Complexity & Problem-Solving;2
EMP100556;2;2;1;3;1;2;81;37;ENTJ;Conscientious-Dominant;14;Belief;Cultural & Values Urgency;61
EMP100557;2;1;2;2;1;1;71;49;ESTJ;Conscientious-Dominant;14;Woo;;59
EMP100558;2;6;1;3;1;10;36;20;ISTJ;Conscientious-Steadiness;14;Learner;Cognitive Complexity & Problem-Solving;79
EMP100559;3;6;2;3;2;10;79;88;ISFP;Conscientious-Influencer;14;Developer;Leadership & Influence;26
EMP100560;2;1;2;3;4;7;46;55;ENTP;Influencer-Conscientious;14;Relator;Social Orientation & Collaboration;63
EMP100561;1;6;1;3;4;7;68;92;ESFP;Steadiness-Conscientious;14;;;0
EMP100562;3;1;1;1;2;1;67;42;ENTP;Dominant-Conscientious;14;Competition;Motivation & Drive;24
EMP100563;2;2;2;3;2;1;42;70;;Dominant-Conscientious;14;;;9
EMP100564;2;2;3;2;4;6;41;78;INFP;Influencer-Dominant;14;Empathy;Social Orientation & Collaboration;27
EMP100565;2;3;3;2;1;10;41;85;INTP;Steadiness-Influencer;14;Individualization;Cognitive Complexity & Problem-Solving;28
EMP100566;3;6;2;1;1;4;63;53;ENFJ;Steadiness-Conscientious;14;Activator;Leadership & Influence;95
EMP100567;3;1;1;2;4;6;81;55;ESFP;Conscientious-Dominant;14;Responsibility;Conscientiousness & Reliability;79
EMP100568;3;6;1;2;3;1;71;89;ENTJ;Steadiness-Influencer;14;Context;Cognitive Complexity & Problem-Solving;61
EMP100569;1;6;1;4;3;10;54;57;ISFJ;Influencer-Steadiness;14;Relator;Social Orientation & Collaboration;30
EMP100570;2;6;3;2;3;9;51;70;ENFJ;Influencer-Steadiness;14;Restorative;Cognitive Complexity & Problem-Solving;72
EMP100571;2;4;3;4;1;10;98;40;ESFP;Dominant-Steadiness;14;;;40
EMP100572;1;2;2;3;1;3;60;65;INFP;Conscientious-Steadiness;14;Achiever;Motivation & Drive;53
EMP100573;2;2;1;1;3;1;45;84;ESTP;Steadiness-Dominant;14;Responsibility;Conscientiousness & Reliability;15
EMP100574;1;2;3;2;3;4;27;59;INFP;Influencer-Steadiness;14;Self-Assurance;Leadership & Influence;64
EMP100575;2;4;2;3;3;1;68;81;INFP;Steadiness-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;10
EMP100576;2;4;1;3;2;6;34;40;ENFP;Dominant-Steadiness;14;Command;Leadership & Influence;48
EMP100577;2;2;1;4;3;6;34;25;ENFP;Steadiness-Dominant;14;Woo;;79
EMP100578;2;5;1;4;1;1;72;63;ENTJ;Dominant-Conscientious;14;Discipline;Conscientiousness & Reliability;72
EMP100579;1;6;2;3;1;8;43;48;INFJ;Influencer-Dominant;14;Arranger;Leadership & Influence;55
EMP100580;3;3;3;1;3;8;24;64;INFJ;Steadiness-Dominant;14;Achiever;Motivation & Drive;39
EMP100581;3;5;3;4;1;1;34;22;ENTP;Dominant-Influencer;14;Futuristic;Creativity & Innovation Orientation;41
EMP100582;3;4;3;2;1;1;78;72;INFP;Dominant-Conscientious;14;;;58
EMP100583;2;6;3;4;1;9;87;27;;Dominant-Conscientious;14;Input;Cognitive Complexity & Problem-Solving;75
EMP100584;3;3;2;2;3;1;63;34;ESFJ;Dominant-Steadiness;14;Command;Leadership & Influence;80
EMP100585;3;6;1;4;1;1;51;22;INTJ;Influencer-Dominant;14;Ideation;Creativity & Innovation Orientation;18
EMP100586;3;4;3;1;2;7;43;23;ENFJ;Influencer-Steadiness;14;Strategic;Cognitive Complexity & Problem-Solving;33
EMP100587;1;4;3;1;3;2;66;95;ENFP;Influencer-Dominant;14;Command;Leadership & Influence;54
EMP100588;2;5;3;1;4;10;33;36;ENTJ;Steadiness-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;84
EMP100589;1;2;1;2;3;9;36;21;ENFP;Steadiness-Dominant;14;Relator;Social Orientation & Collaboration;41
EMP100590;2;5;2;2;1;5;49;39;INTJ;Influencer-Dominant;14;Context;Cognitive Complexity & Problem-Solving;59
EMP100591;3;5;2;4;3;4;46;39;ENFJ;Steadiness-Influencer;14;Activator;Leadership & Influence;52
EMP100592;1;6;3;2;1;9;91;38;ENTP;Dominant-Influencer;14;Maximizer;Leadership & Influence;51
EMP100593;3;1;1;4;2;7;68;23;ISFP;Influencer-Dominant;14;Individualization;Cognitive Complexity & Problem-Solving;12
EMP100594;2;4;1;4;2;10;23;31;ESFP;Dominant-Influencer;14;Relator;Social Orientation & Collaboration;73
EMP100595;2;2;3;2;1;2;70;70;ESTJ;Steadiness-Influencer;14;Harmony;Social Orientation & Collaboration;84
EMP100596;1;6;3;1;4;9;21;36;;Conscientious-Influencer;14;Positivity;Social Orientation & Collaboration;50
EMP100597;3;1;1;1;1;1;86;81;INTJ;Influencer-Steadiness;14;Activator;Leadership & Influence;58
EMP100598;1;6;1;1;4;2;53;94;;Conscientious-Influencer;14;Significance;Motivation & Drive;39
EMP100599;1;2;3;2;1;5;49;86;INFP;Conscientious-Dominant;14;Analytical;Cognitive Complexity & Problem-Solving;16
EMP100600;1;4;3;4;4;7;46;56;ISTJ;Steadiness-Influencer;14;Intellection;Cognitive Complexity & Problem-Solving;12
EMP100601;2;3;2;4;2;1;52;37;ISFP;Conscientious-Dominant;14;Connectedness;Cognitive Complexity & Problem-Solving;70
EMP100602;3;1;2;4;4;6;29;66;ESTP;Dominant-Steadiness;14;Positivity;Social Orientation & Collaboration;53
EMP100603;3;6;3;3;1;5;70;59;ISTJ;Conscientious-Steadiness;14;Belief;Cultural & Values Urgency;71
EMP100604;3;4;1;3;2;6;94;61;ISTP;Conscientious-Steadiness;14;Context;Cognitive Complexity & Problem-Solving;1
EMP100605;2;1;3;1;3;4;89;90;ISTP;Influencer-Dominant;14;Connectedness;Cognitive Complexity & Problem-Solving;73
EMP100606;3;1;1;2;1;4;51;97;ENFJ;Conscientious-Dominant;14;Empathy;Social Orientation & Collaboration;52
EMP100607;2;5;3;2;4;2;66;44;ENTP;Influencer-Steadiness;14;Consistency;Conscientiousness & Reliability;77
EMP100608;1;6;3;1;4;8;31;31;ENTJ;Dominant-Steadiness;14;Empathy;Social Orientation & Collaboration;17
EMP100609;1;6;3;4;2;8;25;39;ENFP;Steadiness-Influencer;14;Self-Assurance;Leadership & Influence;45
EMP100610;1;1;3;2;4;3;47;70;ISFJ;Influencer-Dominant;14;Woo;;71
EMP100611;3;6;1;1;2;10;42;100;;Influencer-Conscientious;14;Maximizer;Leadership & Influence;83
EMP100612;1;5;3;1;4;5;38;85;ESFP;Conscientious-Influencer;14;Input;Cognitive Complexity & Problem-Solving;87
EMP100613;3;6;2;2;3;4;41;82;ESTP;Influencer-Conscientious;14;Developer;Leadership & Influence;24
EMP100614;1;3;2;4;2;10;40;39;ESFP;Influencer-Conscientious;14;Self-Assurance;Leadership & Influence;25
EMP100615;3;4;1;2;1;10;79;50;ISTP;Steadiness-Influencer;14;Belief;Cultural & Values Urgency;86
EMP100616;2;3;2;2;4;8;86;92;ESTP;Steadiness-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;46
EMP100617;1;1;3;4;1;2;22;78;ENFJ;Dominant-Conscientious;14;Woo;;32
EMP100618;3;2;1;1;4;1;95;72;ISTJ;Dominant-Influencer;14;Communication;Social Orientation & Collaboration;81
EMP100619;1;1;2;3;2;10;33;93;ISTJ;Steadiness-Conscientious;14;Communication;Social Orientation & Collaboration;49
EMP100620;1;3;2;4;2;2;83;62;ENTP;Conscientious-Influencer;14;Futuristic;Creativity & Innovation Orientation;76
EMP100621;3;6;1;3;2;9;38;47;ENFP;Conscientious-Steadiness;14;Belief;Cultural & Values Urgency;77
EMP100622;3;2;1;1;3;5;71;65;ENTP;Dominant-Influencer;14;Developer;Leadership & Influence;20
EMP100623;1;3;3;1;1;6;52;60;ENTJ;Steadiness-Conscientious;14;Adaptability;Adaptability & Stress Tolerance;53
EMP100624;1;4;3;2;4;3;46;89;ENTJ;Conscientious-Influencer;14;Arranger;Leadership & Influence;38
EMP100625;3;4;3;4;2;9;81;53;ENTJ;Dominant-Influencer;14;Restorative;Cognitive Complexity & Problem-Solving;83
EMP100626;1;4;3;2;1;8;54;28;ISFJ;Dominant-Influencer;14;Includer;Social Orientation & Collaboration;8
EMP100627;2;6;2;3;3;9;96;72;INTP;Steadiness-Conscientious;14;Belief;Cultural & Values Urgency;19
EMP100628;3;5;1;2;4;7;86;33;ESTJ;Steadiness-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;12
EMP100629;1;1;3;2;3;1;28;33;ISFP;Conscientious-Steadiness;14;Deliberative;Conscientiousness & Reliability;34
EMP100630;3;5;3;1;1;5;60;96;ENTP;Conscientious-Steadiness;14;Maximizer;Leadership & Influence;8
EMP100631;1;4;2;3;3;9;90;26;ENTP;Steadiness-Conscientious;14;Self-Assurance;Leadership & Influence;58
EMP100632;3;3;2;1;4;3;62;69;ESFJ;Dominant-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;77
EMP100633;1;5;3;1;4;9;83;92;INTP;Dominant-Conscientious;14;Input;Cognitive Complexity & Problem-Solving;54
EMP100634;2;1;2;3;1;5;52;71;ENTP;Conscientious-Dominant;14;Significance;Motivation & Drive;55
EMP100635;3;4;2;1;1;1;64;62;INTP;Steadiness-Dominant;14;;;19
EMP100636;3;3;3;2;2;3;24;49;ENFJ;Influencer-Steadiness;14;;;76
EMP100637;1;4;3;3;2;10;31;26;ISTP;Steadiness-Influencer;14;Futuristic;Creativity & Innovation Orientation;52
EMP100638;1;3;3;2;1;1;47;47;ISFP;Influencer-Dominant;14;Analytical;Cognitive Complexity & Problem-Solving;64
EMP100639;2;5;2;2;2;1;94;52;INFP;Dominant-Conscientious;14;Significance;Motivation & Drive;54
EMP100640;2;5;2;2;1;8;80;47;ESTJ;Dominant-Influencer;14;Input;Cognitive Complexity & Problem-Solving;7
EMP100641;2;4;2;2;3;10;37;100;enfp;Influencer-Steadiness;14;Communication;Social Orientation & Collaboration;70
EMP100642;1;6;1;3;4;5;31;67;ENFJ;Steadiness-Conscientious;14;Consistency;Conscientiousness & Reliability;69
EMP100643;2;3;1;4;4;1;87;45;ISFJ;Influencer-Dominant;14;Focus;Motivation & Drive;64
EMP100644;3;3;1;2;2;7;49;87;ESFJ;Dominant-Influencer;14;Responsibility;Conscientiousness & Reliability;69
EMP100645;3;5;2;1;1;1;37;66;ISFP;Steadiness-Influencer;14;Adaptability;Adaptability & Stress Tolerance;26
EMP100646;1;5;1;4;2;10;67;29;INFJ;Dominant-Conscientious;14;Analytical;Cognitive Complexity & Problem-Solving;62
EMP100647;2;2;1;3;4;3;69;93;ISTJ;Conscientious-Dominant;14;Achiever;Motivation & Drive;82
EMP100648;2;3;1;1;2;6;88;44;;Steadiness-Influencer;14;Achiever;Motivation & Drive;72
EMP100649;2;1;2;2;1;7;24;80;ISFJ;Influencer-Dominant;14;Analytical;Cognitive Complexity & Problem-Solving;48
EMP100650;3;2;2;1;4;6;85;79;ESTP;Dominant-Influencer;14;Includer;Social Orientation & Collaboration;23
EMP100651;2;1;3;3;1;10;56;79;ESTP;Steadiness-Conscientious;14;Ideation;Creativity & Innovation Orientation;56
EMP100652;2;6;1;3;4;2;60;64;INTJ;Dominant-Steadiness;14;Consistency;Conscientiousness & Reliability;58
EMP100653;1;4;2;1;1;2;58;72;ISTJ;Dominant-Steadiness;14;;;0
EMP100654;3;5;1;3;4;1;44;28;ESTP;Conscientious-Dominant;14;Discipline;Conscientiousness & Reliability;29
EMP100655;1;5;3;4;2;9;53;69;ENFJ;Dominant-Conscientious;14;Restorative;Cognitive Complexity & Problem-Solving;88
EMP100656;1;5;1;2;4;6;76;61;INFJ;Influencer-Steadiness;14;Responsibility;Conscientiousness & Reliability;92
EMP100657;1;4;3;1;2;7;54;66;ISFJ;Influencer-Steadiness;14;Input;Cognitive Complexity & Problem-Solving;76
EMP100658;2;1;1;2;1;5;45;84;ESFP;Steadiness-Dominant;14;;;149
EMP100659;3;4;2;3;4;10;34;74;ISFJ;Influencer-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;26
EMP100660;2;6;2;2;1;9;58;37;ENFP;Influencer-Dominant;14;Harmony;Social Orientation & Collaboration;36
EMP100661;3;3;3;2;3;6;57;26;INFP;Dominant-Conscientious;14;Empathy;Social Orientation & Collaboration;69
EMP100662;3;1;1;4;4;6;87;93;ENTP;Conscientious-Influencer;14;Individualization;Cognitive Complexity & Problem-Solving;67
EMP100663;2;3;1;2;2;8;23;52;ENTJ;Influencer-Steadiness;14;Responsibility;Conscientiousness & Reliability;55
EMP100664;1;5;1;4;3;2;59;24;ENFP;Steadiness-Dominant;14;Developer;Leadership & Influence;19
EMP100665;3;5;3;3;2;8;41;55;ESFP;Dominant-Steadiness;14;Includer;Social Orientation & Collaboration;42
EMP100666;3;6;1;3;2;4;48;26;ENFJ;Steadiness-Influencer;14;Context;Cognitive Complexity & Problem-Solving;36
EMP100667;1;5;3;4;2;3;83;50;ISTJ;Influencer-Steadiness;14;Restorative;Cognitive Complexity & Problem-Solving;109
EMP100668;2;2;3;1;1;1;43;23;ENTP;Steadiness-Dominant;14;Competition;Motivation & Drive;20
EMP100669;2;4;1;3;1;5;79;60;ESFP;Dominant-Influencer;14;Discipline;Conscientiousness & Reliability;79
EMP100670;3;3;2;2;1;5;34;98;ISTP;Steadiness-Dominant;14;Focus;Motivation & Drive;70
EMP100671;2;2;3;1;1;3;54;91;ISTJ;Conscientious-Influencer;14;Input;Cognitive Complexity & Problem-Solving;82
EMP100672;2;4;3;3;1;9;89;61;ISFJ;Conscientious-Influencer;14;Strategic;Cognitive Complexity & Problem-Solving;76
EMP100673;3;4;1;2;2;6;50;37;INTJ;Steadiness-Dominant;14;Activator;Leadership & Influence;18
EMP100674;1;6;2;2;3;3;54;91;INTJ;Conscientious-Influencer;14;Intellection;Cognitive Complexity & Problem-Solving;31
EMP100675;3;4;2;2;3;4;44;93;ESTJ;Steadiness-Conscientious;14;Maximizer;Leadership & Influence;63
EMP100676;2;3;2;3;3;6;73;95;ISFP;Steadiness-Dominant;14;;;54
EMP100677;1;1;1;3;3;4;72;84;ISFJ;Conscientious-Dominant;14;;;13
EMP100678;1;2;2;2;1;9;35;62;ENTP;Dominant-Conscientious;14;Communication;Social Orientation & Collaboration;80
EMP100679;1;4;2;3;4;9;62;86;ENTJ;Conscientious-Steadiness;14;;;39
EMP100680;1;1;1;4;3;2;82;99;ESTJ;Steadiness-Influencer;14;Maximizer;Leadership & Influence;47
EMP100681;2;4;3;1;4;8;41;28;ISFJ;Influencer-Dominant;14;Empathy;Social Orientation & Collaboration;28
EMP100682;1;3;2;1;4;3;70;89;ESTP;Conscientious-Steadiness;14;;;39
EMP100683;2;2;2;1;4;10;88;45;ESTJ;Conscientious-Steadiness;14;Adaptability;Adaptability & Stress Tolerance;50
EMP100684;1;6;1;2;4;7;92;20;ENTP;Influencer-Dominant;14;Input;Cognitive Complexity & Problem-Solving;125
EMP100685;1;6;1;2;3;4;57;59;;Steadiness-Conscientious;14;Positivity;Social Orientation & Collaboration;73
EMP100686;2;3;1;2;3;1;60;50;ESTJ;Dominant-Conscientious;14;Positivity;Social Orientation & Collaboration;56
EMP100687;3;2;1;2;2;5;82;58;ISFP;Steadiness-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;36
EMP100688;2;4;3;3;4;7;61;82;ESTJ;Steadiness-Dominant;14;Maximizer;Leadership & Influence;40
EMP100689;2;4;1;4;3;10;23;74;ESTJ;Conscientious-Dominant;14;Achiever;Motivation & Drive;10
EMP100690;3;5;1;1;2;10;85;77;ENTJ;Conscientious-Dominant;14;Competition;Motivation & Drive;93
EMP100691;3;6;2;2;2;2;85;38;INTP;Steadiness-Conscientious;14;Restorative;Cognitive Complexity & Problem-Solving;38
EMP100692;3;1;2;3;2;5;40;35;INFP;Steadiness-Influencer;14;Restorative;Cognitive Complexity & Problem-Solving;35
EMP100693;2;3;2;3;3;3;49;38;ENFP;Conscientious-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;39
EMP100694;2;1;2;3;1;2;97;60;ESTP;Conscientious-Influencer;14;Positivity;Social Orientation & Collaboration;48
EMP100695;1;2;1;2;4;10;50;21;ESFJ;Conscientious-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;4
EMP100696;3;1;3;1;4;2;57;72;ISFJ;Influencer-Conscientious;14;Individualization;Cognitive Complexity & Problem-Solving;80
EMP100697;3;4;3;2;3;5;21;99;ESFP;Dominant-Influencer;14;Strategic;Cognitive Complexity & Problem-Solving;61
EMP100698;2;4;1;2;4;1;33;57;;Influencer-Steadiness;14;;;18
EMP100699;2;3;2;4;4;6;29;58;INFJ;Influencer-Conscientious;14;Positivity;Social Orientation & Collaboration;15
EMP100700;2;6;1;1;1;6;30;45;ENFP;Conscientious-Dominant;14;Futuristic;Creativity & Innovation Orientation;51
EMP100701;2;2;3;1;3;3;33;59;ENFP;Steadiness-Conscientious;14;Discipline;Conscientiousness & Reliability;86
EMP100702;2;1;2;2;3;3;84;68;ESFJ;Influencer-Conscientious;14;Restorative;Cognitive Complexity & Problem-Solving;76
EMP100703;1;5;3;1;1;8;24;67;ENFP;Dominant-Conscientious;14;Context;Cognitive Complexity & Problem-Solving;30
EMP100704;2;3;3;2;2;2;61;95;ISFP;Conscientious-Dominant;14;Analytical;Cognitive Complexity & Problem-Solving;44
EMP100705;3;2;2;3;2;5;53;91;ENFP;Dominant-Conscientious;14;Responsibility;Conscientiousness & Reliability;31
EMP100706;1;6;2;4;2;7;98;92;ISTP;Dominant-Steadiness;14;Woo;;76
EMP100707;1;6;3;4;1;7;64;86;INTP;Conscientious-Dominant;14;Responsibility;Conscientiousness & Reliability;86
EMP100708;3;4;3;4;4;6;95;67;ENTJ;Conscientious-Steadiness;14;Intellection;Cognitive Complexity & Problem-Solving;85
EMP100709;1;3;2;2;4;1;72;20;ISFJ;Steadiness-Conscientious;14;Command;Leadership & Influence;33
EMP100710;3;5;1;1;3;3;89;97;ESTP;Dominant-Influencer;14;Woo;;43
EMP100711;3;6;1;2;3;1;91;73;ENTJ;Steadiness-Conscientious;14;Competition;Motivation & Drive;13
EMP100712;1;2;2;3;1;8;75;38;ESFP;Steadiness-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;84
EMP100713;1;5;1;1;4;5;70;67;ISTP;Steadiness-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;51
EMP100714;2;6;2;1;2;3;76;72;ISTJ;Influencer-Dominant;14;Individualization;Cognitive Complexity & Problem-Solving;35
EMP100715;2;4;1;2;3;10;32;30;INFP;Conscientious-Influencer;14;Competition;Motivation & Drive;37
EMP100716;1;2;3;3;1;8;56;50;ENTP;Conscientious-Influencer;14;Competition;Motivation & Drive;30
EMP100717;3;1;2;4;4;8;92;33;INTJ;Conscientious-Influencer;14;Positivity;Social Orientation & Collaboration;28
EMP100718;2;6;1;3;1;1;39;95;ESTJ;Conscientious-Dominant;14;Focus;Motivation & Drive;72
EMP100719;1;5;3;4;3;3;71;29;INTP;Conscientious-Steadiness;14;;;10
EMP100720;2;4;3;2;1;5;32;63;ISFJ;Steadiness-Dominant;14;Maximizer;Leadership & Influence;44
EMP100721;1;1;3;1;4;7;85;21;enfp;Conscientious-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;54
EMP100722;3;6;1;3;1;10;42;99;;Conscientious-Dominant;14;Futuristic;Creativity & Innovation Orientation;68
EMP100723;3;5;2;4;2;1;62;32;ISTP;Steadiness-Dominant;14;Discipline;Conscientiousness & Reliability;35
EMP100724;3;6;1;3;1;7;90;62;ESTJ;Steadiness-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;26
EMP100725;3;6;3;3;4;3;71;65;;Influencer-Steadiness;14;Focus;Motivation & Drive;46
EMP100726;1;3;2;2;2;6;23;44;INTP;Conscientious-Dominant;14;Woo;;76
EMP100727;3;3;2;2;4;6;54;38;ENFJ;Influencer-Steadiness;14;Significance;Motivation & Drive;41
EMP100728;1;4;2;4;1;7;89;28;ENTP;Influencer-Steadiness;14;;;75
EMP101622;1;5;3;3;4;9;32;74;ISTJ;Influencer-Conscientious;14;;;60
EMP100729;1;3;2;2;2;5;31;97;ESTJ;Dominant-Conscientious;14;Relator;Social Orientation & Collaboration;102
EMP100730;1;6;3;4;3;1;78;64;INFP;Steadiness-Influencer;14;Communication;Social Orientation & Collaboration;54
EMP100731;1;5;1;1;3;5;58;80;ESTP;Conscientious-Dominant;14;Self-Assurance;Leadership & Influence;7
EMP100732;2;5;2;3;2;9;48;84;ENTJ;Conscientious-Dominant;14;Learner;Cognitive Complexity & Problem-Solving;68
EMP100733;1;6;1;4;4;2;83;23;ESTP;Steadiness-Dominant;14;Relator;Social Orientation & Collaboration;46
EMP100734;2;3;2;4;3;10;93;52;ENFJ;Steadiness-Conscientious;14;Command;Leadership & Influence;14
EMP100735;1;5;2;4;1;7;49;80;ESTP;Conscientious-Steadiness;14;;;87
EMP100736;2;6;2;3;2;7;56;30;ISFP;Influencer-Dominant;14;Arranger;Leadership & Influence;17
EMP100737;3;2;1;4;4;8;84;47;ESFP;Conscientious-Dominant;14;Empathy;Social Orientation & Collaboration;18
EMP100738;1;6;1;3;4;10;73;85;INFP;Steadiness-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;48
EMP100739;1;4;1;4;2;3;78;72;ESTP;Influencer-Dominant;14;Competition;Motivation & Drive;32
EMP100740;1;4;1;4;4;7;46;20;ISTP;Influencer-Steadiness;14;Discipline;Conscientiousness & Reliability;91
EMP100741;2;3;1;3;3;7;71;71;ESFP;Steadiness-Influencer;14;Intellection;Cognitive Complexity & Problem-Solving;37
EMP100742;1;2;1;1;2;8;32;89;INFP;Conscientious-Dominant;14;Competition;Motivation & Drive;67
